CustomerID,Age,Gender,TenureYears,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SeniorCitizen,SupportCalls,StreamingService,PaperlessBilling,Churn
CUST02893,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02894,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02895,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02896,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02897,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02898,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02899,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02900,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02901,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02902,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02903,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02904,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02905,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02906,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02907,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02908,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02909,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02910,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02911,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02912,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02913,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02914,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02915,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02916,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02917,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02918,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02919,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02920,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02921,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02922,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02923,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02924,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02925,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02926,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02927,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02928,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02929,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02930,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02931,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02932,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02933,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02934,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02935,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02936,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02937,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02938,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02939,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02940,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02941,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02942,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02943,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02944,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02945,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02946,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02947,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02948,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02949,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02950,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02951,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02952,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02953,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02954,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02955,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02956,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02957,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02958,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02959,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02960,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02961,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02962,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02963,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02964,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02965,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02966,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02967,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02968,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02969,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02970,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02971,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02972,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02973,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02974,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02975,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02976,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02977,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02978,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02979,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02980,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02981,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02982,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02983,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02984,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02985,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02986,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02987,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02988,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02989,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02990,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02991,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02992,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02993,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02994,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST02995,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST02996,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST02997,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST02998,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST02999,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03000,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03001,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03002,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03003,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03004,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03005,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03006,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03007,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03008,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03009,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03010,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03011,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03012,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03013,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03014,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03015,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03016,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03017,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03018,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03019,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03020,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03021,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03022,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03023,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03024,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03025,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03026,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03027,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03028,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03029,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03030,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03031,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03032,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03033,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03034,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03035,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03036,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03037,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03038,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03039,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03040,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03041,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03042,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03043,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03044,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03045,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03046,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03047,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03048,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03049,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03050,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03051,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03052,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03053,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03054,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03055,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03056,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03057,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03058,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03059,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03060,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03061,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03062,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03063,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03064,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03065,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03066,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03067,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03068,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03069,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03070,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03071,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03072,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03073,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03074,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03075,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03076,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03077,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03078,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03079,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03080,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03081,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03082,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03083,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03084,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03085,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03086,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03087,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03088,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03089,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03090,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03091,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03092,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03093,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03094,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03095,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03096,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03097,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03098,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03099,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03100,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03101,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03102,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03103,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03104,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03105,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03106,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03107,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03108,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03109,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03110,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03111,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03112,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03113,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03114,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03115,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03116,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03117,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03118,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03119,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03120,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03121,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03122,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03123,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03124,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03125,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03126,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03127,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03128,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03129,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03130,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03131,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03132,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03133,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03134,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03135,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03136,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03137,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03138,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03139,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03140,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03141,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03142,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03143,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03144,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03145,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03146,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03147,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03148,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03149,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03150,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03151,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03152,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03153,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03154,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03155,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03156,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03157,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03158,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
CUST03159,32.0,Male,8,35.53,796.58,Month-to-month,No,Credit card,No,2,No,No,No
CUST03160,60.0,Male,9,86.45,10188.8,Two year,Fiber optic,Electronic check,Yes,3,No,Yes,Yes
CUST03161,56.0,Female,0,20.41,131.92,One year,DSL,Bank transfer,No,3,No,Yes,Yes
CUST03162,69.0,Male,9,21.12,394.45,Two year,DSL,Credit card,Yes,1,Yes,No,No
CUST03163,46.0,Female,3,61.66,2755.45,Two year,DSL,Bank transfer,No,3,Yes,No,No
